RecordingId,TrackId,Frame,Distance,XVelocity,YVelocity,XAcceleration,YAcceleration,XCenter,YCenter
28,7,13,22.560675695554874,12.8896,-15.4339,0.6517,-0.261,413.0274,-236.7562
28,7,14,22.560675695554874,12.9168,-15.4454,0.6435,-0.2534,413.5441,-237.3743
28,7,15,22.560675695554874,12.9435,-15.4563,0.6348,-0.2454,414.0618,-237.993
28,7,16,22.560675695554874,12.9696,-15.4666,0.6258,-0.2372,414.5805,-238.6123
28,7,17,22.560675695554874,12.9954,-15.4762,0.6165,-0.2289,415.1,-239.2322
28,9,0,45.83507827199599,16.2753,-20.9945,0.3558,-0.4417,363.8032,-148.0051
28,9,1,45.83507827199599,16.2903,-21.0132,0.3559,-0.4418,364.4535,-148.8441
28,9,2,45.83507827199599,16.3055,-21.0322,0.3555,-0.4413,365.1048,-149.6841
28,9,3,45.83507827199599,16.321,-21.0514,0.3548,-0.4403,365.7568,-150.5252
28,9,4,45.83507827199599,16.3366,-21.0709,0.3535,-0.4387,366.4094,-151.367
28,9,5,45.83507827199599,16.3523,-21.0904,0.3516,-0.4362,367.0629,-152.2098
28,10,251,49.99160107398045,17.9374,-23.4328,0.1097,-0.0058,529.2246,-357.1395
28,10,252,49.99160107398045,17.9449,-23.4302,0.1037,-0.0121,529.9425,-358.0764
28,10,253,49.99160107398045,17.952,-23.4279,0.0964,-0.0195,530.6609,-359.0132
28,10,254,49.99160107398045,17.9585,-23.4261,0.088,-0.028,531.3796,-359.9499
28,10,255,49.99160107398045,17.9645,-23.4249,0.0786,-0.0375,532.0988,-360.8864
28,10,256,49.99160107398045,17.9697,-23.4242,0.0683,-0.0478,532.8182,-361.8231
28,10,257,49.99160107398045,17.9741,-23.4241,0.0572,-0.059,533.538,-362.7596
28,10,258,49.99160107398045,17.9778,-23.4246,0.0455,-0.071,534.2579,-363.6961
28,10,259,49.99160107398045,17.9806,-23.4259,0.0334,-0.0837,534.9779,-364.6326
28,10,260,49.99160107398045,17.9826,-23.4279,0.0209,-0.0969,535.698,-365.569
28,10,261,49.99160107398045,17.9837,-23.4307,0.0082,-0.1107,536.4182,-366.5056
28,12,0,22.03851028041597,14.9568,-15.3098,-0.5474,-0.7851,383.194,-202.6472
28,12,1,22.03851028041597,14.9358,-15.3421,-0.5483,-0.7855,383.791,-203.259
28,12,2,22.03851028041597,14.9149,-15.3749,-0.5497,-0.7856,384.3874,-203.872
28,12,3,22.03851028041597,14.8941,-15.4082,-0.5515,-0.785,384.9833,-204.4865
28,12,4,22.03851028041597,14.8733,-15.4418,-0.5538,-0.7835,385.5785,-205.1024
28,12,5,22.03851028041597,14.8523,-15.4758,-0.5565,-0.7811,386.1732,-205.7199
28,12,175,49.95279059131728,12.7517,-16.4641,0.1788,-0.2448,478.39,-315.3201
28,12,176,49.95279059131728,12.7579,-16.4723,0.1848,-0.2552,478.9006,-315.9791
28,12,177,49.95279059131728,12.7643,-16.4808,0.1912,-0.2663,479.4114,-316.6383
28,12,178,49.95279059131728,12.7708,-16.4898,0.198,-0.2781,479.9223,-317.2977
28,12,179,49.95279059131728,12.7775,-16.4994,0.2053,-0.2905,480.4334,-317.9571
28,12,180,49.95279059131728,12.7846,-16.5097,0.213,-0.3035,480.9446,-318.6169
28,12,181,49.95279059131728,12.792,-16.5208,0.2212,-0.3169,481.4559,-319.2768
28,12,182,49.95279059131728,12.7999,-16.5327,0.2298,-0.3307,481.9674,-319.937
28,12,183,49.95279059131728,12.8084,-16.5457,0.2387,-0.3447,482.4791,-320.5975
28,12,184,49.95279059131728,12.8174,-16.5597,0.2479,-0.3587,482.991,-321.2585
28,12,185,49.95279059131728,12.8271,-16.5747,0.2572,-0.3726,483.5033,-321.92
28,14,4,46.57050376504425,15.4723,-19.9522,0.5017,-0.6351,338.0482,-115.0687
28,14,5,46.57050376504425,15.4941,-19.9793,0.4999,-0.6334,338.6671,-115.8669
28,14,6,46.57050376504425,15.5159,-20.0065,0.4974,-0.631,339.287,-116.6664
28,14,7,46.57050376504425,15.5377,-20.0335,0.4941,-0.6279,339.9078,-117.467
28,14,8,46.57050376504425,15.5593,-20.0605,0.4901,-0.6241,340.5298,-118.2689
28,14,9,46.57050376504425,15.5807,-20.0872,0.4853,-0.6195,341.1528,-119.072
28,14,10,46.57050376504425,15.6019,-20.1136,0.4798,-0.6143,341.7766,-119.8762
28,14,11,46.57050376504425,15.6226,-20.1397,0.4737,-0.6084,342.4014,-120.6816
28,14,12,46.57050376504425,15.6431,-20.1654,0.467,-0.602,343.027,-121.488
28,14,13,46.57050376504425,15.663,-20.1907,0.4597,-0.595,343.6535,-122.2956
28,14,14,46.57050376504425,15.6825,-20.2156,0.4519,-0.5876,344.2808,-123.1041
28,16,38,45.17698985113993,16.8061,-21.7395,0.1922,-0.0811,338.1494,-114.6708
28,16,39,45.17698985113993,16.8119,-21.7404,0.1784,-0.0736,338.8219,-115.5404
28,16,40,45.17698985113993,16.8171,-21.7411,0.1654,-0.067,339.4947,-116.41
28,16,41,45.17698985113993,16.8218,-21.7416,0.1532,-0.0613,340.1675,-117.2796
28,16,42,45.17698985113993,16.826,-21.7419,0.1417,-0.0564,340.8404,-118.1491
28,16,43,45.17698985113993,16.8298,-21.7422,0.131,-0.0524,341.5134,-119.0184
28,16,44,45.17698985113993,16.8333,-21.7426,0.121,-0.0491,342.1864,-119.8876
28,16,45,45.17698985113993,16.8364,-21.743,0.1117,-0.0465,342.8596,-120.7569
28,16,46,45.17698985113993,16.8393,-21.7435,0.1031,-0.0444,343.533,-121.6261
28,16,47,45.17698985113993,16.8419,-21.744,0.095,-0.0429,344.2064,-122.4955
28,16,48,45.17698985113993,16.8444,-21.7448,0.0876,-0.0418,344.8799,-123.3648
